Sb03g031640,GRMZM2G028568,GRMZM2G144028
Sb10g004740,GRMZM2G005080,GRMZM2G120047
Sb06g033120,GRMZM2G155877,GRMZM2G142820
Sb01g011560,GRMZM2G147145,GRMZM2G076276
Sb01g009840,GRMZM2G047372,GRMZM2G045690
Sb04g032250,GRMZM2G147014,GRMZM2G373522
Sb01g003320,GRMZM2G155317,GRMZM2G017682
Sb02g031970,GRMZM2G053298,GRMZM2G048582
Sb02g030970,GRMZM5G879570,GRMZM2G063533
Sb02g023290,GRMZM2G126408,GRMZM2G139903
Sb03g002570,GRMZM2G055404,GRMZM2G151909
Sb01g042830,GRMZM2G099628,GRMZM2G143450
Sb03g029300,GRMZM2G397675,GRMZM2G043117
Sb01g042340,GRMZM2G344416,GRMZM2G093157
Sb04g037090,GRMZM5G871520,GRMZM2G102163
Sb01g048700,GRMZM2G129243,GRMZM2G172021
Sb04g033570,GRMZM2G315140,GRMZM2G354151
Sb01g007440,GRMZM2G074501,GRMZM2G009837
Sb01g012940,GRMZM2G154151,GRMZM2G112366
Sb04g006830,GRMZM2G171604,GRMZM2G165817
Sb04g025680,GRMZM2G081826,GRMZM2G144742
Sb04g030030,GRMZM2G136465,GRMZM2G135085
Sb10g005340,GRMZM2G128515,GRMZM2G127080
Sb06g027600,GRMZM2G156638,GRMZM2G311051
Sb04g027810,GRMZM5G862663,GRMZM2G025171
Sb02g034870,GRMZM2G180082,GRMZM2G026532
Sb09g022880,GRMZM2G094951,GRMZM2G051050
Sb01g004020,GRMZM2G064503,GRMZM5G810054
Sb02g026075,GRMZM2G128212,GRMZM2G703281
Sb03g026430,GRMZM2G059392,GRMZM5G842645
Sb01g012890,GRMZM2G134398,GRMZM2G161668
Sb03g026510,GRMZM2G019807,GRMZM2G143469
Sb08g018180,GRMZM2G006704,GRMZM2G122481
Sb03g029160,GRMZM2G122028,GRMZM2G176182
Sb03g026340,GRMZM2G108118,GRMZM2G155077
Sb01g033310,GRMZM2G077897,GRMZM2G150242
Sb07g024400,GRMZM2G158462,GRMZM2G123234
Sb03g007520,GRMZM2G055999,GRMZM2G049781
Sb07g024920,GRMZM2G049057,GRMZM2G138896
Sb01g008860,GRMZM2G147849,GRMZM2G110735
Sb02g033810,GRMZM2G313643,GRMZM2G172429
Sb01g004150,GRMZM2G104125,AC210013.4_FG014
Sb02g043350,GRMZM2G151811,GRMZM2G003558
Sb01g040640,GRMZM2G360429,GRMZM2G177599
Sb09g020590,GRMZM2G147867,GRMZM2G134687
Sb04g022410,GRMZM2G000278,GRMZM2G130018
Sb01g020970,GRMZM2G008290,GRMZM2G089873
Sb04g033120,GRMZM2G094705,GRMZM2G145226
Sb05g004850,GRMZM5G873194,GRMZM2G170452
Sb09g023820,GRMZM2G462717,AC234155.1_FG003
Sb03g026500,GRMZM2G019501,GRMZM2G143443
Sb03g027100,GRMZM2G480607,GRMZM2G057618
Sb05g003270,GRMZM2G164182,GRMZM2G024495
Sb04g005870,GRMZM2G132358,GRMZM2G073059
Sb04g003660,GRMZM2G147800,GRMZM2G166147
Sb07g026870,GRMZM2G067049,GRMZM2G075496
Sb06g026220,GRMZM2G318408,GRMZM2G397684
Sb01g011940,GRMZM2G116840,GRMZM2G148130
Sb02g025350,GRMZM2G117244,GRMZM2G115859
Sb06g018340,GRMZM2G167262,GRMZM2G453963
Sb05g001500,GRMZM2G131516,GRMZM2G015080
Sb06g031730,GRMZM2G365162,GRMZM2G442000
Sb01g005770,GRMZM2G329181,GRMZM2G027825
Sb03g004290,GRMZM2G039828,GRMZM2G171912
Sb01g037730,GRMZM5G819965,GRMZM2G003738
Sb09g027350,GRMZM2G068703,GRMZM2G177617
Sb04g028770,GRMZM2G375782,GRMZM2G362857
Sb01g045560,GRMZM2G142609,GRMZM2G376282
Sb06g019390,GRMZM2G050458,GRMZM2G364839
Sb02g010190,GRMZM2G016622,GRMZM2G016066
Sb04g029600,GRMZM2G109039,GRMZM2G048045
Sb05g008760,GRMZM2G124593,
Sb01g046030,,GRMZM2G120987
Sb01g014620,GRMZM2G352695,
Sb07g027490,GRMZM2G068193,
Sb08g006500,,GRMZM2G052713
Sb09g002340,,GRMZM2G119483
Sb09g001170,GRMZM2G089688,
Sb09g001173,,GRMZM2G047412
Sb03g008500,,GRMZM2G166507
Sb01g020150,,GRMZM2G110201
Sb01g049610,GRMZM2G440562,
Sb05g012530,GRMZM2G104384,
Sb02g029050,GRMZM2G115901,
Sb02g019490,GRMZM2G067908,
Sb04g038030,GRMZM2G145107,
Sb10g013030,GRMZM2G113480,
Sb04g007000,GRMZM2G056661,
Sb07g020050,,GRMZM2G080178
Sb05g004100,,GRMZM5G854138
Sb02g038910,GRMZM2G037411,
Sb01g041020,,GRMZM2G100988
Sb01g040510,,GRMZM2G446234
Sb03g033400,GRMZM2G014770,
Sb08g000650,,GRMZM2G467134
Sb02g037060,,GRMZM2G030713
Sb02g027840,,GRMZM2G048008
Sb04g035970,,GRMZM2G066456
Sb03g044780,GRMZM2G084779,
Sb01g043420,GRMZM5G833323,
Sb02g034260,GRMZM2G027756,
Sb07g023290,GRMZM2G457309,
Sb03g035120,GRMZM2G162290,
Sb10g028150,GRMZM2G084935,
Sb02g038220,GRMZM2G056143,
Sb02g041680,,GRMZM2G166971
Sb03g005360,,GRMZM2G155232
Sb02g043820,GRMZM2G056772,
Sb02g035795,GRMZM2G134047,
Sb02g043823,GRMZM2G056750,
Sb10g021140,GRMZM2G035285,
Sb08g021070,,GRMZM2G114930
Sb06g016280,GRMZM2G098128,
Sb06g031400,,GRMZM2G400109
Sb06g033660,,GRMZM2G177151
Sb04g033660,GRMZM2G066997,
Sb04g003240,GRMZM2G102845,
Sb09g025500,GRMZM2G441325,
Sb01g001460,GRMZM2G016738,
Sb06g015030,GRMZM2G021059,
Sb02g041460,,GRMZM2G172138
Sb07g004460,GRMZM2G150680,
Sb09g005930,GRMZM2G436730,
Sb03g001480,GRMZM2G061018,
Sb02g000540,GRMZM2G135897,
Sb01g016710,,GRMZM2G024054
Sb06g029020,GRMZM5G876898,
Sb01g013930,GRMZM2G355771,
Sb03g009670,GRMZM2G180065,
Sb06g021230,,GRMZM2G005633
Sb02g029720,,GRMZM2G000665
Sb02g036680,GRMZM2G106548,
Sb02g007465,GRMZM2G173063,
Sb04g032520,,GRMZM2G135893
Sb01g048880,GRMZM2G119494,
Sb07g021890,GRMZM2G155753,
Sb09g026540,,GRMZM2G044771
Sb07g021895,GRMZM2G055143,
Sb09g018090,,GRMZM2G145573
Sb08g003300,GRMZM2G464328,
Sb10g004530,GRMZM2G099324,
Sb06g001100,GRMZM2G021223,
Sb10g003740,,GRMZM2G091825
Sb10g003960,GRMZM5G852396,
Sb03g024600,GRMZM2G151319,
Sb04g001870,,GRMZM2G423137
Sb02g033830,GRMZM2G172327,
Sb03g012500,GRMZM2G103771,
Sb04g001650,,GRMZM2G139372
Sb04g036570,GRMZM2G178074,
Sb03g034775,,GRMZM2G149031
Sb10g023220,GRMZM2G158734,
Sb02g003110,,GRMZM2G324471
Sb06g029790,GRMZM2G115705,
Sb07g020940,,GRMZM2G076936
Sb03g037410,GRMZM2G402092,
Sb01g037060,,GRMZM2G426964
Sb05g012453,GRMZM2G112795,
Sb08g017550,GRMZM2G451231,
Sb10g027420,GRMZM5G806774,
Sb10g027930,GRMZM2G026881,
Sb04g027730,GRMZM2G035708,
Sb01g042640,GRMZM2G134251,
Sb04g016540,GRMZM2G073272,
Sb03g043250,GRMZM2G004161,
Sb06g033930,,GRMZM2G136283
Sb04g026506,,GRMZM2G460360
Sb01g035980,GRMZM2G043948,
Sb03g038380,GRMZM2G315769,
Sb09g017540,GRMZM5G840013,
Sb03g045360,GRMZM2G136830,
Sb06g025420,GRMZM2G057131,
Sb02g026260,GRMZM2G121649,
Sb06g032220,,GRMZM2G164584
Sb04g036310,GRMZM2G027019,
Sb04g002830,,GRMZM2G374088
Sb06g023290,,GRMZM2G063827
Sb09g021510,,GRMZM2G147051
Sb06g021490,GRMZM2G015727,
Sb02g022970,,GRMZM2G167245
Sb10g027680,GRMZM2G060029,
Sb06g017620,,GRMZM2G125476
Sb01g040860,GRMZM2G138103,
Sb06g028420,GRMZM2G005155,
Sb02g039790,,GRMZM2G117564
Sb10g008180,GRMZM2G465053,
Sb06g020540,GRMZM2G045117,
Sb02g043650,GRMZM2G424205,
Sb01g035180,GRMZM2G402584,
Sb03g043070,GRMZM2G177198,
Sb01g008670,GRMZM2G169825,
Sb06g020010,GRMZM2G447691,
Sb02g003730,GRMZM2G107089,
Sb05g023246,GRMZM2G122706,
Sb02g000950,GRMZM2G106600,
Sb05g023240,GRMZM2G426415,
Sb05g002710,GRMZM5G896260,
Sb01g009980,GRMZM2G359929,
Sb10g031280,GRMZM2G165351,
Sb06g023890,GRMZM2G109262,
Sb04g037630,,GRMZM2G098744
Sb01g006630,GRMZM2G122139,
Sb05g025160,GRMZM2G468260,
Sb06g027280,,GRMZM2G364060
Sb03g002900,GRMZM2G050845,
Sb07g023490,GRMZM2G318794,
Sb10g000430,,GRMZM2G463462
Sb01g036280,GRMZM2G019991,
Sb04g020670,,GRMZM2G147123
Sb01g034160,GRMZM2G127138,
Sb03g041780,GRMZM2G100454,
Sb01g011360,GRMZM5G858417,
Sb10g024790,GRMZM2G177659,
Sb04g002910,GRMZM2G054833,
Sb03g033240,,GRMZM2G151614
Sb04g026060,,GRMZM2G044882
Sb03g003500,GRMZM2G084125,
Sb02g039420,GRMZM2G048806,
Sb07g002170,GRMZM2G026174,
Sb02g031960,,GRMZM2G114650
Sb08g018990,GRMZM2G399325,
Sb01g012710,GRMZM2G039639,
Sb02g042330,GRMZM2G081639,
Sb08g016730,,GRMZM2G155998
Sb03g008290,,GRMZM2G066057
Sb10g000490,GRMZM2G041765,
Sb08g019060,,GRMZM2G151717
Sb10g005375,GRMZM2G047138,
Sb07g023140,GRMZM2G104938,
Sb04g034030,GRMZM2G402242,
Sb01g010960,GRMZM2G037152,
Sb04g007820,GRMZM2G028366,
Sb04g027560,,GRMZM2G405815
Sb09g019070,GRMZM2G085042,
Sb02g032040,AC207722.2_FG009,
Sb04g037040,GRMZM2G078118,
Sb10g008530,GRMZM5G812326,
Sb07g014860,GRMZM2G032351,
Sb07g026040,GRMZM2G368827,
Sb10g024240,GRMZM2G037485,
Sb07g026510,GRMZM2G703858,
Sb06g033060,GRMZM2G386564,
Sb04g033200,GRMZM2G124136,
Sb03g044410,,GRMZM2G146885
Sb05g019810,,GRMZM2G410567
Sb03g036610,GRMZM2G062283,
Sb03g047200,,GRMZM2G167872
Sb02g023370,GRMZM2G134496,
Sb07g009530,,GRMZM2G173747
Sb04g034780,,GRMZM2G115013
Sb03g041120,GRMZM2G110897,
Sb04g033780,,GRMZM2G339367
Sb06g022140,GRMZM2G173309,
Sb06g031790,GRMZM2G062396,
Sb08g006760,GRMZM2G425986,
Sb09g019110,GRMZM2G023836,
Sb01g008850,,GRMZM2G010801
Sb06g033320,,GRMZM2G093623
Sb03g004190,GRMZM2G024551,
Sb04g032030,,GRMZM2G100543
Sb01g022310,,GRMZM2G138583
Sb02g001045,GRMZM2G019746,
Sb04g029560,,GRMZM2G126865
Sb03g000850,GRMZM2G099678,
Sb09g020830,GRMZM2G456512,
Sb09g030350,GRMZM5G830932,
Sb01g009180,GRMZM2G090112,
Sb01g000670,GRMZM2G023557,
Sb09g030425,,AC205012.3_FG002
Sb10g011290,GRMZM2G370928,
Sb03g001100,GRMZM2G170013,
Sb06g022850,GRMZM2G178709,
Sb06g022853,GRMZM2G387389,
Sb04g025460,GRMZM2G001097,
Sb02g007910,GRMZM2G035574,
Sb03g004770,GRMZM5G877259,
Sb06g033490,,GRMZM2G014043
Sb03g002770,,GRMZM2G309568
Sb03g034830,,GRMZM2G148881
Sb04g035780,GRMZM2G051005,
Sb09g025750,GRMZM2G141731,
Sb04g006660,GRMZM2G081642,
Sb09g018300,GRMZM5G898274,
Sb02g033790,GRMZM2G010640,
Sb09g004620,GRMZM2G177026,
Sb01g046930,GRMZM2G056804,
Sb06g018890,GRMZM2G009948,
Sb01g044200,GRMZM2G331652,
Sb08g019240,GRMZM2G429807,
Sb02g025100,,GRMZM2G036783
Sb05g003680,GRMZM2G013967,
Sb04g008090,,GRMZM2G085750
Sb02g038210,GRMZM2G008468,
Sb01g016520,GRMZM2G112242,
Sb09g000960,GRMZM2G066326,
Sb03g046470,,GRMZM2G133952
Sb01g015720,,GRMZM5G853066
Sb08g006230,,GRMZM2G098815
Sb03g042030,GRMZM2G007160,
Sb06g025490,,GRMZM2G155762
Sb02g034070,GRMZM2G163138,
Sb07g002880,GRMZM2G030181,
Sb10g024050,GRMZM2G146573,
Sb02g009470,GRMZM2G099547,
Sb02g026870,GRMZM2G072488,
Sb01g041240,,GRMZM2G104575
Sb07g021000,GRMZM2G124203,
Sb01g050440,GRMZM2G097229,
Sb04g008670,GRMZM2G477238,
Sb06g026000,,GRMZM2G134703
Sb10g028300,GRMZM2G168920,
Sb04g008890,GRMZM5G888945,
Sb01g020835,GRMZM2G430675,
Sb04g028160,GRMZM2G127632,
Sb06g032810,GRMZM2G137566,
Sb01g036290,GRMZM2G016480,
Sb04g027120,,GRMZM2G146786
Sb03g009710,GRMZM2G091232,
Sb10g003880,,GRMZM5G829897
Sb03g039460,GRMZM2G072600,
Sb07g027260,GRMZM2G041996,
Sb08g020000,,GRMZM2G059703
Sb01g031240,GRMZM2G143703,
Sb04g007960,GRMZM2G021110,
Sb03g046030,,GRMZM2G016827
Sb05g026150,,GRMZM2G158872
Sb01g035400,GRMZM2G134671,
Sb03g000670,GRMZM2G010460,
Sb06g003020,,GRMZM2G157313
Sb07g001280,GRMZM2G313184,
Sb05g021370,,GRMZM2G057056
Sb04g028380,GRMZM2G480364,
Sb09g027440,GRMZM2G059825,
Sb02g008870,GRMZM2G083285,
Sb01g013890,GRMZM2G111269,
Sb09g021870,GRMZM2G000816,
Sb09g002700,,GRMZM2G065599
Sb01g019720,GRMZM2G445905,
Sb01g032575,GRMZM2G096682,
Sb01g011050,GRMZM2G109130,
Sb04g027380,GRMZM2G081214,
Sb01g039210,GRMZM2G150729,
Sb09g022860,GRMZM2G460617,
Sb06g017010,GRMZM2G047705,
Sb01g046200,GRMZM2G169280,
Sb02g039163,GRMZM2G326788,
Sb10g007180,GRMZM2G480850,
Sb02g039166,GRMZM2G031545,
Sb07g004170,GRMZM2G177621,
Sb02g010840,GRMZM2G069676,
Sb02g012910,GRMZM2G027198,
Sb09g022190,GRMZM2G067036,
Sb01g004240,,AC210013.4_FG018
Sb01g005200,GRMZM2G078200,
Sb04g028720,GRMZM5G811908,
Sb01g017650,GRMZM2G045027,
Sb07g025720,GRMZM2G353485,
Sb04g003900,GRMZM2G088880,
Sb01g036460,GRMZM2G023884,
Sb02g003340,GRMZM2G029623,
Sb10g021685,,GRMZM2G369803
Sb10g005960,GRMZM2G151923,
Sb01g013090,GRMZM2G088083,
Sb02g008700,GRMZM2G302778,
Sb10g029300,GRMZM5G854533,
Sb03g028810,,GRMZM2G408537
Sb10g028800,,GRMZM2G056116
Sb04g006800,GRMZM2G055826,
Sb04g000840,GRMZM2G074896,
Sb05g022650,GRMZM2G418160,
Sb10g002600,,GRMZM2G063392
Sb09g018930,GRMZM2G132478,
Sb10g007980,,GRMZM2G383680
Sb10g007230,GRMZM2G080044,
Sb01g040980,GRMZM2G089812,
Sb04g026650,,GRMZM2G081192
Sb06g018700,GRMZM2G018275,
Sb02g027050,GRMZM2G003869,
Sb02g032820,GRMZM5G809292,
Sb03g038730,,GRMZM2G004440
Sb05g027840,GRMZM5G819212,
Sb01g017730,GRMZM2G081148,
Sb02g028080,GRMZM2G161377,
Sb04g028830,,GRMZM2G063464
Sb06g018180,GRMZM2G062559,
Sb07g025090,,GRMZM5G837626
Sb01g030590,,GRMZM2G127029
Sb06g016490,GRMZM2G017643,
Sb09g020580,GRMZM2G447535,
Sb09g017220,GRMZM2G132995,
Sb01g010260,GRMZM2G066749,
Sb03g034190,GRMZM5G818186,
Sb10g024490,GRMZM2G468439,
Sb02g020700,GRMZM2G173943,
Sb04g037540,,GRMZM2G075513
Sb03g028100,GRMZM2G156158,
Sb09g004970,GRMZM2G064096,
Sb01g018450,GRMZM5G888696,
Sb01g038035,GRMZM2G010909,
Sb04g026470,GRMZM2G014560,
Sb02g028880,GRMZM2G152599,
Sb01g043180,GRMZM2G107815,
Sb09g030260,GRMZM2G456647,
Sb05g000450,,GRMZM5G804382
Sb09g006390,GRMZM2G126582,
Sb03g031980,GRMZM2G469747,
Sb04g031690,,GRMZM2G371486
Sb03g040060,GRMZM2G085577,
Sb02g006080,GRMZM2G078595,
Sb01g006400,GRMZM2G463726,
Sb02g032240,AC233865.1_FG001,
Sb01g003690,,GRMZM2G108643
Sb05g020870,GRMZM2G091560,
Sb01g042580,,AC233893.1_FG001
Sb10g006940,,GRMZM2G008456
Sb06g021550,,GRMZM2G062390
Sb10g008610,GRMZM2G406758,
Sb06g021000,,AC219061.2_FG007
Sb10g002960,GRMZM2G173641,
Sb06g020970,,GRMZM2G018689
Sb01g008440,,GRMZM2G051403
Sb06g027520,GRMZM2G156227,
Sb01g043980,,GRMZM2G078441
Sb10g011120,GRMZM2G019859,
Sb08g004010,,GRMZM2G360698
Sb01g012470,,GRMZM2G016184
Sb04g001460,GRMZM2G120539,
Sb09g030160,,GRMZM5G807767
Sb10g023050,GRMZM2G475884,
Sb04g002990,GRMZM2G109070,
Sb02g022560,,GRMZM2G006678
Sb05g007310,GRMZM2G008507,
Sb08g017760,GRMZM2G103909,
Sb09g015900,GRMZM2G012724,
Sb10g005580,GRMZM2G409974,
Sb02g030790,,GRMZM2G046313
Sb04g000590,GRMZM2G173192,
Sb01g040760,GRMZM2G127213,
Sb01g048270,GRMZM2G090738,
Sb10g001800,GRMZM2G000932,
Sb09g006930,,GRMZM2G131152
Sb08g014930,GRMZM2G035839,
Sb04g006850,GRMZM2G117872,
Sb05g000290,GRMZM2G059669,
Sb10g020970,GRMZM2G132751,
Sb03g027900,,GRMZM2G107757
Sb02g006430,GRMZM2G111216,
Sb01g027870,GRMZM2G025157,
Sb10g013960,GRMZM2G062618,
Sb01g027700,GRMZM2G306079,
Sb06g024690,GRMZM2G170520,
Sb10g005670,GRMZM2G116491,
Sb05g020290,,GRMZM2G166776
Sb04g022380,GRMZM2G438622,
Sb02g022700,GRMZM2G354615,
Sb03g041330,GRMZM2G167247,
Sb05g006980,GRMZM2G113241,
Sb03g031900,GRMZM2G050697,
Sb04g029170,GRMZM2G019317,
Sb03g046810,GRMZM2G361475,
Sb08g022090,,GRMZM2G105368
Sb02g009480,GRMZM2G169914,
Sb06g026120,,GRMZM2G040359
Sb08g016650,GRMZM2G084463,
Sb06g023405,GRMZM2G078409,
Sb07g027250,GRMZM2G033656,
Sb07g001510,,GRMZM2G162020
Sb05g015590,GRMZM2G050649,
Sb07g025730,,GRMZM2G016805
Sb01g004750,GRMZM2G049687,
Sb10g023440,,GRMZM2G091652
Sb10g000600,,GRMZM2G453388
Sb09g005910,GRMZM2G441656,
Sb02g043330,AC155434.2_FG004,
Sb07g006880,GRMZM2G423393,
Sb01g040060,GRMZM2G128444,
Sb06g028230,,GRMZM2G028929
Sb01g034620,GRMZM2G109221,
Sb01g034330,GRMZM2G459563,
Sb03g003710,,GRMZM2G301376
Sb04g011100,GRMZM2G071089,
Sb09g023800,,GRMZM2G142640
Sb05g021830,,GRMZM2G001405
Sb03g003240,,GRMZM2G147882
Sb07g002960,GRMZM2G003897,
Sb07g021230,GRMZM2G069656,
Sb08g022890,GRMZM2G059064,
Sb01g049050,GRMZM2G176820,
Sb01g043790,GRMZM2G007486,
Sb01g005190,GRMZM2G080034,
Sb02g010020,GRMZM2G141941,
Sb05g007135,AC198403.3_FG001,
Sb03g045540,GRMZM2G158609,
Sb02g024880,GRMZM2G116689,
Sb08g016560,,GRMZM2G047434
Sb03g008460,GRMZM5G891944,
Sb06g019570,,AC203841.3_FG002
Sb02g005160,GRMZM2G001956,
Sb09g017821,GRMZM2G069713,
Sb09g005700,GRMZM2G163054,
Sb01g028490,GRMZM2G077937,
Sb09g000570,GRMZM2G028758,
Sb01g015000,GRMZM2G058227,
Sb09g002550,,GRMZM2G017522
Sb10g012720,GRMZM2G151414,
Sb08g008310,GRMZM2G012176,
Sb08g007160,,GRMZM2G317731
Sb03g005380,,GRMZM2G165692
Sb01g050580,GRMZM2G374812,
Sb01g014210,GRMZM2G021055,
Sb05g008740,GRMZM2G377115,
Sb09g004470,GRMZM2G341729,
Sb01g041140,GRMZM2G058870,
Sb04g008280,,AC185300.4_FG002
Sb10g028820,GRMZM2G107437,
Sb01g049630,GRMZM2G077769,
Sb05g016910,GRMZM2G009387,
Sb06g001000,GRMZM2G163086,
Sb07g001440,GRMZM2G476040,
Sb04g003220,,GRMZM2G165966
Sb10g013050,,GRMZM2G100018
Sb04g007020,,GRMZM2G171452
Sb04g038010,GRMZM2G015090,
Sb10g030720,,GRMZM2G126361
Sb04g037840,,GRMZM2G417682
Sb01g049790,,GRMZM2G092723
Sb03g003860,GRMZM2G115574,
Sb02g038970,,GRMZM2G412888
Sb03g039810,GRMZM2G096518,
Sb02g042310,GRMZM2G047995,
Sb03g033460,GRMZM2G478414,
Sb06g024260,GRMZM5G881965,
Sb06g034170,,AC234201.1_FG003
Sb07g021350,GRMZM2G152457,
Sb10g022150,GRMZM2G033566,
Sb07g015160,GRMZM2G447433,
Sb04g023410,,GRMZM2G047715
Sb09g027050,,GRMZM2G387594
Sb09g027055,,GRMZM2G387603
Sb03g040880,GRMZM2G053284,
Sb06g031420,GRMZM2G391741,
Sb03g001710,GRMZM2G166597,
Sb09g027580,GRMZM2G004828,
Sb10g021160,,GRMZM2G404888
Sb08g021010,,GRMZM2G162945
Sb02g021133,GRMZM2G149295,
Sb02g021130,GRMZM2G137971,
Sb10g006530,GRMZM2G135501,
Sb10g012180,,GRMZM2G420883
Sb06g033680,GRMZM2G124371,
Sb01g001980,GRMZM2G113158,
Sb01g032740,GRMZM2G149383,
Sb06g024040,,GRMZM2G026391
Sb01g004960,GRMZM2G311961,
Sb01g041000,GRMZM2G102483,
Sb06g001890,GRMZM2G079616,
Sb02g012970,,GRMZM2G042807
Sb10g004975,GRMZM2G328612,
Sb01g046050,GRMZM2G115131,
Sb01g036880,GRMZM2G122740,
Sb01g030450,GRMZM2G040743,
Sb01g013370,GRMZM2G364127,
Sb05g002400,,GRMZM2G123660
Sb06g018710,GRMZM2G044322,
Sb02g039310,GRMZM2G108782,
Sb10g023830,GRMZM2G044805,
Sb09g027630,,GRMZM2G155746
Sb01g045680,GRMZM2G124353,
Sb06g016000,GRMZM2G434669,
Sb06g029000,GRMZM2G076239,
Sb01g021260,GRMZM2G038898,
Sb02g030400,GRMZM2G001639,
Sb03g031340,GRMZM2G054663,
Sb09g006420,GRMZM2G126594,
Sb09g003840,GRMZM2G089296,
Sb09g013790,GRMZM2G119970,
Sb06g002120,GRMZM2G003796,
Sb03g032330,GRMZM2G034975,
Sb08g003320,GRMZM2G113228,
Sb02g034240,GRMZM2G010298,
Sb04g001670,,GRMZM2G123511
Sb04g004820,,GRMZM2G010152
Sb10g003720,GRMZM2G003742,
Sb03g012070,,GRMZM2G075992
Sb03g034270,GRMZM2G177970,
Sb03g039220,GRMZM2G014454,
Sb02g003130,AC187560.5_FG003,
Sb06g032020,AC206638.3_FG007,
Sb02g030930,GRMZM2G335111,
Sb06g032790,,GRMZM2G343149
Sb04g036080,GRMZM2G469111,
Sb04g027240,,GRMZM2G036502
Sb07g024230,GRMZM2G319345,
Sb04g004100,GRMZM5G897067,
Sb04g027710,,GRMZM2G021912
Sb02g030540,GRMZM2G052509,
Sb02g025700,,GRMZM2G399284
Sb09g023240,,GRMZM2G034120
Sb03g033880,,GRMZM2G130119
Sb01g041300,,GRMZM2G147534
Sb09g022030,,GRMZM2G094017
Sb07g021090,GRMZM2G373124,
Sb09g028050,GRMZM2G141461,
Sb02g026240,,GRMZM2G335419
Sb07g028400,GRMZM2G326627,
Sb02g029520,GRMZM2G130959,
Sb09g029890,,GRMZM2G128726
Sb02g040200,GRMZM2G010142,
Sb04g003300,GRMZM2G006937,
Sb04g036880,GRMZM5G894016,
Sb04g028820,,GRMZM2G063473
Sb03g041087,GRMZM2G087619,
Sb04g038540,,GRMZM2G017852
Sb06g021960,GRMZM2G051952,
Sb06g024190,GRMZM2G076950,
Sb01g019440,GRMZM2G164787,
Sb03g031730,,GRMZM2G091973
Sb09g003265,GRMZM2G337143,
Sb02g030890,GRMZM2G104608,
Sb09g026860,GRMZM2G177386,
Sb01g040840,GRMZM2G174236,
Sb06g020560,GRMZM2G063262,
Sb03g026270,GRMZM2G051764,
Sb03g046570,GRMZM2G016382,
Sb01g038485,AC208436.3_FG007,
Sb01g018860,GRMZM2G459291,
Sb06g026970,,GRMZM2G086474
Sb03g008920,GRMZM2G049954,
Sb07g022700,GRMZM2G123094,
Sb03g007150,GRMZM2G362949,
Sb06g024220,GRMZM2G123387,
Sb01g006610,GRMZM2G068179,
Sb10g005170,,GRMZM2G426175
Sb07g003580,GRMZM2G077486,
Sb06g000780,,GRMZM2G061879
Sb03g028590,,GRMZM2G102318
Sb10g008470,,GRMZM2G474088
Sb09g023630,GRMZM2G174610,
Sb01g028410,,AC225193.3_FG004
Sb01g031460,GRMZM2G401328,
Sb02g032360,,AC233910.1_FG003
Sb02g027260,GRMZM2G053779,
Sb01g049800,,GRMZM2G092718
Sb02g031940,GRMZM2G053315,
Sb06g020690,,GRMZM2G306348
Sb04g026040,GRMZM2G392794,
Sb03g026990,GRMZM2G042078,
Sb07g025280,GRMZM2G077320,
Sb09g006230,GRMZM2G024073,
Sb02g024070,GRMZM2G151921,
Sb03g024845,GRMZM2G364566,
Sb04g034010,GRMZM2G101438,
Sb05g007030,,GRMZM2G375517
Sb06g023700,,GRMZM2G038394
Sb03g002650,,GRMZM5G871861
Sb09g016210,GRMZM2G173563,
Sb03g025710,,GRMZM2G368556
Sb09g011240,GRMZM5G878070,
Sb01g010730,GRMZM2G143160,
Sb03g042650,GRMZM2G064936,
Sb04g007840,GRMZM2G167347,
Sb04g004670,GRMZM2G128012,
Sb10g008510,,GRMZM2G010960
Sb05g002600,,GRMZM2G162697
Sb04g037060,GRMZM2G379021,
Sb10g024260,GRMZM2G041068,
Sb02g034960,,GRMZM2G125495
Sb09g025360,GRMZM2G120173,
Sb04g009250,,GRMZM2G148118
Sb07g027300,GRMZM2G047968,
Sb08g004950,GRMZM5G813470,
Sb07g000580,GRMZM2G342963,
Sb02g023390,GRMZM2G108546,
Sb07g009510,,GRMZM2G063188
Sb03g047220,GRMZM2G122431,
Sb03g041100,GRMZM2G077333,
Sb01g028550,GRMZM2G349185,
Sb03g033540,GRMZM5G878322,
Sb04g025660,GRMZM2G021777,
Sb03g033670,GRMZM2G166759,
Sb02g032790,,GRMZM2G037875
Sb06g027750,GRMZM2G072065,
Sb03g044550,,GRMZM2G105005
Sb04g021710,GRMZM2G145958,
Sb08g001890,,GRMZM2G177895
Sb04g029540,GRMZM2G161641,
Sb01g030330,GRMZM2G026147,
Sb01g037455,,AC233955.1_FG009
Sb01g043190,GRMZM2G107805,
Sb10g009700,,GRMZM2G042889
Sb09g027800,GRMZM2G069325,
Sb04g023970,GRMZM2G027193,
Sb09g020850,GRMZM2G153333,
Sb06g026590,GRMZM2G010011,
Sb01g018440,GRMZM2G103929,
Sb03g000870,GRMZM2G153127,
Sb01g000610,,GRMZM2G019866
Sb08g016710,GRMZM2G105229,
Sb09g030400,,GRMZM2G464401
Sb04g025480,GRMZM2G001164,
Sb04g002780,GRMZM5G871910,
Sb06g022870,,GRMZM2G146809
